combined_key,ASIN,BRAND,MARKETPLACE,reg_slope,kmeans_label,hdbscan_label
Espring__ES__B01JA6LPJE,B01JA6LPJE,Espring,ES,-0.018735177984976013,4,0
Espring__DE__B09GY9XQ76,B09GY9XQ76,Espring,DE,-0.11379800853485088,4,0
Espring__DE__B01JIVXOUO,B01JIVXOUO,Espring,DE,0.05299888742793563,2,-1
Espring__DE__B01JIVXOUO,B01JIVXOUO,Espring,DE,0.05299888742793563,2,-1
H&S__IT__B01MRVUOAB,B01MRVUOAB,H&S,IT,1.5799999999999992,1,-1
H&S__IT__B0791GDKBP,B0791GDKBP,H&S,IT,-0.0,2,-1
H&S__IT__B06Y4JMTWV,B06Y4JMTWV,H&S,IT,-2.9251745259144916e-31,2,-1
H&S__US__B07QV6S7N3,B07QV6S7N3,H&S,US,-0.01903407097761193,1,4
Espring__ES__B014TDD94W,B014TDD94W,Espring,ES,-0.0017665550468119917,4,0
Tritart__DE__B08Q3PLB3F,B08Q3PLB3F,Tritart,DE,-0.07979539641943728,0,5
H&S__UK__B00TY2O8QC,B00TY2O8QC,H&S,UK,-0.01002944077106252,7,-1
Espring__ES__B01LWJRCVJ,B01LWJRCVJ,Espring,ES,-0.04702894088669945,7,8
Espring__ES__B01HFJEZ68,B01HFJEZ68,Espring,ES,-1.5099682539682555,2,9
Espring__US__B08J45NYBM,B08J45NYBM,Espring,US,0.08418703481538453,5,-1
H&S__ES__B00FAZ6L4Y,B00FAZ6L4Y,H&S,ES,0.0,0,5
Espring__PL__B01LWJRCVJ,B01LWJRCVJ,Espring,PL,0.04997955327272713,7,8
Tritart__DE__B07WDCV13B,B07WDCV13B,Tritart,DE,-0.2884579870729455,0,5
H&S__ES__B071WJFD25,B071WJFD25,H&S,ES,-0.7555555555555556,1,4
Espring__DE__B0847SXNVQ,B0847SXNVQ,Espring,DE,0.15725720384204905,0,5
Espring__DE__B08J45NYBM,B08J45NYBM,Espring,DE,1.552226720647773,5,-1
Espring__UK__B01HXX8RVA,B01HXX8RVA,Espring,UK,-0.13664763472262625,1,4
H&S__IT__B06Y4S6ZCP,B06Y4S6ZCP,H&S,IT,-1.4371794871794863,1,4
Espring__DE__B07QC7DM54,B07QC7DM54,Espring,DE,-0.18232044198895037,0,5
H&S__US__B07BMZGV4Z,B07BMZGV4Z,H&S,US,-1.841257379617979,2,9
Espring__DE__B01LAUQ91M,B01LAUQ91M,Espring,DE,-0.11658058395699376,1,1
H&S__UK__B06Y6F2W4Z,B06Y6F2W4Z,H&S,UK,0.0074425960214619296,1,1
H&S__DE__B071WJFD25,B071WJFD25,H&S,DE,0.4163461538461537,1,-1
H&S__UK__B07GTF236R,B07GTF236R,H&S,UK,-0.003943267809730308,4,0
Espring__DE__B06X6G3FP1,B06X6G3FP1,Espring,DE,-0.24578904333605867,0,5
H&S__IT__B07RLJBB1N,B07RLJBB1N,H&S,IT,0.0,6,2
H&S__DE__B01LMKPSGM,B01LMKPSGM,H&S,DE,-3.7153855903581645e-32,0,5
H&S__UK__B07CNDR86T,B07CNDR86T,H&S,UK,-0.0027750493244877777,6,-1
Espring__DE__B084VT3XM3,B084VT3XM3,Espring,DE,-0.5155417406749556,2,-1
H&S__DE__B01JXX9960,B01JXX9960,H&S,DE,-7.198944934919373e-33,7,8
Espring__DE__B07T9JV9KP,B07T9JV9KP,Espring,DE,-0.1956521739130434,2,-1
Espring__DE__B08D6GMSG1,B08D6GMSG1,Espring,DE,-0.0623737373737374,2,-1
H&S__DE__B07JZD2S4S,B07JZD2S4S,H&S,DE,-0.10593220338983071,0,5
H&S__US__B06Y51KHKW,B06Y51KHKW,H&S,US,0.0570556326226416,6,2
Espring__DE__B01BH6XFG6,B01BH6XFG6,Espring,DE,-0.1261088242690561,0,5
Espring__ES__B07SNF9BKP,B07SNF9BKP,Espring,ES,-0.7777777777777772,1,1
Tritart__IT__B07WFHKFCN,B07WFHKFCN,Tritart,IT,0.17123383432366301,0,5
H&S__PL__B07GKV4789,B07GKV4789,H&S,PL,0.18131305546875004,4,-1
H&S__DE__B06WD53P6D,B06WD53P6D,H&S,DE,0.0,3,-1
Espring__DE__B01HFJEZ68,B01HFJEZ68,Espring,DE,6.131052857306023e-31,2,9
H&S__ES__B01MRVUOAB,B01MRVUOAB,H&S,ES,-0.07326203208556131,1,-1
H&S__UK__B00BVG3JMS,B00BVG3JMS,H&S,UK,-0.004047149211304138,5,-1
H&S__UK__B00BVG3JMS,B00BVG3JMS,H&S,UK,-0.004047149211304138,5,-1
H&S__DE__B07GKV4789,B07GKV4789,H&S,DE,-0.11731528482797511,4,-1
H&S__US__B06Y4S6ZCP,B06Y4S6ZCP,H&S,US,0.1741816130778817,1,4
H&S__UK__B071WJFD25,B071WJFD25,H&S,UK,-0.032052183772927595,1,4
H&S__UK__B07GKV4789,B07GKV4789,H&S,UK,-0.02613097781528173,4,-1
H&S__DE__B07GTRCT4Z,B07GTRCT4Z,H&S,DE,-1.0001780382488265e-31,5,7
Tritart__DE__B072HKHJJS,B072HKHJJS,Tritart,DE,-0.002804717331801448,2,-1
H&S__IT__B0788Z6RBV,B0788Z6RBV,H&S,IT,-0.024664279319606096,0,5
Tritart__DE__B07XYX7Y43,B07XYX7Y43,Tritart,DE,0.0454810495626821,0,5
Espring__US__B071W1B6L3,B071W1B6L3,Espring,US,0.118179416076923,4,0
Espring__IT__B08FDXN154,B08FDXN154,Espring,IT,0.12547169811320802,2,-1
Espring__US__B07TTMNMLP,B07TTMNMLP,Espring,US,-0.2812155132574678,4,0
H&S__IT__B07JHGCQPR,B07JHGCQPR,H&S,IT,2.4729303488931403e-32,0,5
Espring__DE__B07PXT4CKX,B07PXT4CKX,Espring,DE,-0.006108656095658948,4,0
H&S__US__B06XY55WTJ,B06XY55WTJ,H&S,US,-0.2274971522286848,5,7
H&S__IT__B074VWN2SN,B074VWN2SN,H&S,IT,0.0,1,4
H&S__IT__B07DW2WX4N,B07DW2WX4N,H&S,IT,0.0,0,5
H&S__ES__B00TY1HA18,B00TY1HA18,H&S,ES,1.211075529247879e-31,7,8
H&S__DE__B078X5N2K1,B078X5N2K1,H&S,DE,-0.02813923581595062,6,-1
Espring__ES__B0857K4ZDQ,B0857K4ZDQ,Espring,ES,0.0,0,5
H&S__DE__B01M2Y5TFQ,B01M2Y5TFQ,H&S,DE,-0.012496945716515209,2,9
H&S__IT__B06WD53P6D,B06WD53P6D,H&S,IT,-0.0,3,-1
Espring__IT__B014TDD94W,B014TDD94W,Espring,IT,-0.02126377663482733,4,0
Tritart__DE__B07WHHH7CY,B07WHHH7CY,Tritart,DE,0.033136613765053016,0,5
H&S__DE__B016CQV2E8,B016CQV2E8,H&S,DE,-0.032421874999999996,5,7
Espring__IT__B019XSNG96,B019XSNG96,Espring,IT,-0.21691176470588253,2,-1
Espring__ES__B07V3FWL34,B07V3FWL34,Espring,ES,-0.6122123893805314,5,6
Espring__US__B08B8GDLSH,B08B8GDLSH,Espring,US,-0.6344159213333336,1,-1
H&S__ES__B072BBQ3M5,B072BBQ3M5,H&S,ES,-9.84179464774121e-32,1,4
H&S__DE__B07RF6S3K3,B07RF6S3K3,H&S,DE,-0.0,3,3
H&S__UK__B06Y4XSC22,B06Y4XSC22,H&S,UK,-0.004601830265850795,4,-1
H&S__IT__B07JWL5DHB,B07JWL5DHB,H&S,IT,-0.2660142348754449,2,-1
Espring__IT__B07GPPQKCK,B07GPPQKCK,Espring,IT,-0.09802504365603311,2,9
H&S__IT__B01M7RJXEE,B01M7RJXEE,H&S,IT,-1.506256171236113e-30,5,7
H&S__US__B016JQDRNU,B016JQDRNU,H&S,US,-0.03584691710144257,2,9
Tritart__DE__B07WHJ3D89,B07WHJ3D89,Tritart,DE,0.11505376344086019,0,5
H&S__US__B072BBQ3M5,B072BBQ3M5,H&S,US,-0.019627388934398547,1,4
Espring__DE__B01MSMAO37,B01MSMAO37,Espring,DE,-0.13695575636662366,0,5
H&S__IT__B07D72GCWP,B07D72GCWP,H&S,IT,-0.18518518518518515,0,5
H&S__DE__B073TRQQQT,B073TRQQQT,H&S,DE,0.0,7,-1
H&S__DE__B01M8K6DZ2,B01M8K6DZ2,H&S,DE,-0.0,5,6
H&S__US__B07RQJJ9VX,B07RQJJ9VX,H&S,US,-0.05737969921406986,0,5
H&S__ES__B06Y4S6ZCP,B06Y4S6ZCP,H&S,ES,-0.051058014824630384,1,4
Espring__ES__B07TC51TS9,B07TC51TS9,Espring,ES,-2.1428571428571432,7,-1
H&S__UK__B01LMKPSGM,B01LMKPSGM,H&S,UK,0.016877753041957082,0,5
H&S__DE__B07DPTK7FG,B07DPTK7FG,H&S,DE,9.390105365906711e-32,1,4
Espring__US__B01CGDQMDM,B01CGDQMDM,Espring,US,0.0050530389537261815,6,2
Espring__IT__B01I9P24BK,B01I9P24BK,Espring,IT,-0.014132231404958711,4,0
Espring__DE__B088RHXFJ4,B088RHXFJ4,Espring,DE,-0.04394531249999998,7,8
Espring__UK__B01BH6XFG6,B01BH6XFG6,Espring,UK,-0.06261944895348831,0,5
H&S__US__B07D26LYLH,B07D26LYLH,H&S,US,0.4306742786242427,4,-1
H&S__UK__B07DLMXHM1,B07DLMXHM1,H&S,UK,-0.051319442740590686,2,9
H&S__UK__B01MCT751U,B01MCT751U,H&S,UK,0.002170024078804163,1,4
H&S__UK__B018OMJGCS,B018OMJGCS,H&S,UK,-0.0002475234414049123,4,0
Espring__ES__B01BH6XFG6,B01BH6XFG6,Espring,ES,0.06603773584905642,0,5
H&S__UK__B017GLWKXK,B017GLWKXK,H&S,UK,0.00270425809150147,7,8
Espring__DE__B01HBA2IM4,B01HBA2IM4,Espring,DE,-0.001531188598534128,5,-1
H&S__US__B071WJFD25,B071WJFD25,H&S,US,-1.0213169259444441,1,-1
H&S__IT__B07W51S61C,B07W51S61C,H&S,IT,0.0,0,5
Espring__UK__B0857K4H2V,B0857K4H2V,Espring,UK,0.031178456195965737,0,5
Espring__DE__B07PPT27PH,B07PPT27PH,Espring,DE,0.08058415633536459,0,5
Espring__DE__B07X3KHZFV,B07X3KHZFV,Espring,DE,-1.7319019080652662e-31,4,0
H&S__UK__B01648O8CM,B01648O8CM,H&S,UK,-0.014015364605692965,4,0
H&S__UK__B01648O8CM,B01648O8CM,H&S,UK,-0.014015364605692965,4,0
H&S__IT__B00C13AZEA,B00C13AZEA,H&S,IT,0.053925429959301566,4,0
H&S__IT__B00FHGCK32,B00FHGCK32,H&S,IT,-0.060315315315315324,7,8
Tritart__ES__B074SXX9J9,B074SXX9J9,Tritart,ES,0.0,0,5
Espring__ES__B01M717W8W,B01M717W8W,Espring,ES,0.0,6,2
Tritart__DE__B092PW7WF9,B092PW7WF9,Tritart,DE,0.22881355932203387,0,5
H&S__US__B07JHNHW2K,B07JHNHW2K,H&S,US,-0.041560993286959766,1,4
H&S__UK__B07GTRCT4Z,B07GTRCT4Z,H&S,UK,-0.0010660257523680296,5,7
Espring__DE__B07ZP7C22T,B07ZP7C22T,Espring,DE,0.30769230769230765,1,4
Espring__DE__B01GK3YTG6,B01GK3YTG6,Espring,DE,-0.06615585871799666,5,-1
Tritart__ES__B07WFHKFCN,B07WFHKFCN,Tritart,ES,0.17768595041322302,0,5
H&S__IT__B00K1Q9HIE,B00K1Q9HIE,H&S,IT,0.0,6,2
Tritart__DE__B08FQWZDQP,B08FQWZDQP,Tritart,DE,-0.10081348053457298,0,5
Espring__DE__B018ASUHVU,B018ASUHVU,Espring,DE,-9.547164089363497e-33,1,1
H&S__UK__B07D25PJS4,B07D25PJS4,H&S,UK,-0.04785577383851921,6,-1
Tritart__DE__B07NTY3D93,B07NTY3D93,Tritart,DE,-0.09069767441860466,1,4
H&S__ES__B0721JH8PH,B0721JH8PH,H&S,ES,-0.8999999999999994,2,-1
Espring__DE__B07TQSP4Y5,B07TQSP4Y5,Espring,DE,-0.09707686755683867,1,1
Espring__ES__B07SYKTLG9,B07SYKTLG9,Espring,ES,0.0,4,0
H&S__IT__B07RSR4B12,B07RSR4B12,H&S,IT,0.0,7,8
Espring__DE__B08DJ4WZWQ,B08DJ4WZWQ,Espring,DE,-0.060062325963856564,3,-1
H&S__UK__B07CHDHCMR,B07CHDHCMR,H&S,UK,0.06015768436197095,3,-1
Espring__IT__B01CGDQMDM,B01CGDQMDM,Espring,IT,-0.5493827160493833,6,2
Espring__US__B07TMN2NY5,B07TMN2NY5,Espring,US,-0.12568879360919533,1,1
H&S__UK__B00BBL0OPS,B00BBL0OPS,H&S,UK,-0.0653609436812364,0,5
H&S__DE__B00BVG3JMS,B00BVG3JMS,H&S,DE,-6.751163427282379e-31,5,-1
Espring__DE__B07WZGLMMN,B07WZGLMMN,Espring,DE,0.005675771550195112,4,0
H&S__UK__B06Y4ND4LX,B06Y4ND4LX,H&S,UK,0.004435517899729481,1,1
Espring__IT__B07PXT4CKX,B07PXT4CKX,Espring,IT,-0.06504065040650397,4,0
Tritart__DE__B092D6LYT3,B092D6LYT3,Tritart,DE,-0.24822640345465774,0,5
Espring__DE__B07PRQTQ8H,B07PRQTQ8H,Espring,DE,-7.356643281117743e-32,2,9
H&S__DE__B00FHGGUT2,B00FHGGUT2,H&S,DE,-0.005427901524032811,7,8
H&S__ES__B017GLWKXK,B017GLWKXK,H&S,ES,-0.009426708341238847,7,8
Espring__ES__B019Y5U1G4,B019Y5U1G4,Espring,ES,-0.0,2,9
Espring__DE__B01IHT0V18,B01IHT0V18,Espring,DE,-0.1295387634936212,2,-1
Espring__DE__B01IHT0V18,B01IHT0V18,Espring,DE,-0.1295387634936212,2,-1
Espring__ES__B01LW463CQ,B01LW463CQ,Espring,ES,-0.02893368010403122,5,6
H&S__US__B01MY6R11P,B01MY6R11P,H&S,US,-0.00914829744503582,6,2
Espring__DE__B07V4G6K18,B07V4G6K18,Espring,DE,0.10714285714285716,5,6
H&S__UK__B01M8K6DZ2,B01M8K6DZ2,H&S,UK,-0.04345267860756679,5,-1
H&S__IT__B00C13AZFE,B00C13AZFE,H&S,IT,1.4454037982209047e-30,4,0
H&S__DE__B016KSQ5F4,B016KSQ5F4,H&S,DE,0.07311072056238997,5,7
Espring__IT__B01IRAN2R2,B01IRAN2R2,Espring,IT,-0.01262839879154077,4,0
H&S__UK__B073TRQQQT,B073TRQQQT,H&S,UK,-0.0020079096527314028,7,8
Espring__ES__B07TQSP4Y5,B07TQSP4Y5,Espring,ES,0.0,1,1
Espring__DE__B07V5GJ2QR,B07V5GJ2QR,Espring,DE,-0.0,5,-1
Espring__DE__B07RLM8RRX,B07RLM8RRX,Espring,DE,-0.10934844192634571,5,6
Espring__IT__B01HBA2IM4,B01HBA2IM4,Espring,IT,-0.04331210191082807,5,-1
Espring__DE__B07V6LGKXG,B07V6LGKXG,Espring,DE,-0.22483352918135519,5,6
H&S__DE__B073ZQFKV4,B073ZQFKV4,H&S,DE,0.07686335403726707,3,3
Espring__DE__B07QVZWD4W,B07QVZWD4W,Espring,DE,2.3852214375261997e-32,2,9
H&S__ES__B07D72GCWP,B07D72GCWP,H&S,ES,-0.0,0,5
Espring__US__B07NVDQCKB,B07NVDQCKB,Espring,US,-0.1387566420588235,4,0
Espring__DE__B0847TF6T1,B0847TF6T1,Espring,DE,-0.08490566037735854,0,5
H&S__ES__B01N8XWTUI,B01N8XWTUI,H&S,ES,0.0,5,-1
Espring__ES__B07QVZWD4W,B07QVZWD4W,Espring,ES,0.0,2,9
H&S__IT__B06Y2MZH39,B06Y2MZH39,H&S,IT,0.0,2,-1
Espring__DE__B07T5CJDQ7,B07T5CJDQ7,Espring,DE,-0.1102040816326531,7,-1
Espring__DE__B07V6LYQKK,B07V6LYQKK,Espring,DE,0.013629283489096691,5,6
Espring__ES__B08ZCFXZ4H,B08ZCFXZ4H,Espring,ES,0.0549999999999997,5,7
Tritart__PL__B07SWX3J6S,B07SWX3J6S,Tritart,PL,0.0,0,5
Tritart__DE__B08Q3MTGFH,B08Q3MTGFH,Tritart,DE,-0.02480503200470364,0,5
Espring__DE__B01JA6LPJE,B01JA6LPJE,Espring,DE,-0.21512043409211223,4,0
H&S__DE__B07GBK5SQL,B07GBK5SQL,H&S,DE,-0.1578177897089713,2,-1
Tritart__IT__B07YSCWK2F,B07YSCWK2F,Tritart,IT,-0.06571428571428584,0,5
H&S__DE__B07WTXZ2JC,B07WTXZ2JC,H&S,DE,-3.3068650008396e-32,1,4
H&S__UK__B01JXX9960,B01JXX9960,H&S,UK,-0.002164617444314171,7,8
H&S__US__B07RSR4B12,B07RSR4B12,H&S,US,-0.00014403810326091184,7,8
H&S__UK__B07DPTK7FG,B07DPTK7FG,H&S,UK,-0.012717922130744014,1,4
Tritart__US__B083KBDRSW,B083KBDRSW,Tritart,US,-0.12800173349242422,1,4
H&S__UK__B07GN1J9RV,B07GN1J9RV,H&S,UK,0.00712525280544295,2,-1
Espring__ES__B0144EOR7E,B0144EOR7E,Espring,ES,-0.32232558139534867,2,9
H&S__US__B06XVJL3NP,B06XVJL3NP,H&S,US,-0.37527588042999654,6,2
Espring__US__B01JA6LPJE,B01JA6LPJE,Espring,US,-0.2444687765142274,4,0
H&S__ES__B016JQDRNU,B016JQDRNU,H&S,ES,-0.08902759526938227,2,9
H&S__US__B07N8BLMZ7,B07N8BLMZ7,H&S,US,-0.021469755996347237,2,-1
Espring__DE__B01MRE01HV,B01MRE01HV,Espring,DE,-0.40508628519527706,5,-1
Tritart__ES__B07SWX3J6S,B07SWX3J6S,Tritart,ES,0.07999999999999996,0,5
Espring__US__B01HBA2IM4,B01HBA2IM4,Espring,US,-0.011397436872678744,5,-1
Espring__DE__B01MQWUQZH,B01MQWUQZH,Espring,DE,0.19100152516522623,1,-1
H&S__ES__B07KV8NYBN,B07KV8NYBN,H&S,ES,6.243485936822171e-32,0,5
H&S__UK__B078PY739S,B078PY739S,H&S,UK,-0.017092785430492405,0,5
H&S__DE__B06Y2MZH39,B06Y2MZH39,H&S,DE,-0.217602265868041,2,-1
Espring__DE__B07YZCZLW5,B07YZCZLW5,Espring,DE,-0.16163110805230557,5,7
H&S__US__B078X5N2K1,B078X5N2K1,H&S,US,-0.09556415100456403,6,-1
Espring__DE__B093SYNCB3,B093SYNCB3,Espring,DE,-0.3259238376127689,4,0
H&S__DE__B016JQDRNU,B016JQDRNU,H&S,DE,-0.039174189089966754,2,9
Espring__US__B014TDD6OU,B014TDD6OU,Espring,US,-0.19713717768727268,2,9
Espring__IT__B015H6NFPS,B015H6NFPS,Espring,IT,0.0,2,-1
Espring__DE__B01K4R2FWY,B01K4R2FWY,Espring,DE,0.025887573964496993,1,1
Espring__US__B07TQSP4Y5,B07TQSP4Y5,Espring,US,0.8061351826373057,1,1
Espring__US__B01JA9T2N2,B01JA9T2N2,Espring,US,-0.21502801505648192,7,8
Espring__DE__B0727Q3H5D,B0727Q3H5D,Espring,DE,-0.1907090464547676,2,-1
H&S__IT__B07G57DPXZ,B07G57DPXZ,H&S,IT,0.0,7,-1
Tritart__DE__B08Q45WM7G,B08Q45WM7G,Tritart,DE,-1.457307351638619,0,5
Espring__US__B01HXOSRYG,B01HXOSRYG,Espring,US,-0.0002851326087319937,1,1
H&S__IT__B01MSWD3MC,B01MSWD3MC,H&S,IT,0.0,1,-1
H&S__US__B07J5SM2HC,B07J5SM2HC,H&S,US,0.13392625886691387,4,0
H&S__ES__B07JZD2S4S,B07JZD2S4S,H&S,ES,-0.2812500000000003,0,5
H&S__UK__B01LW0UMHZ,B01LW0UMHZ,H&S,UK,-0.006373352867617126,5,7
Espring__UK__B01CGDQMDM,B01CGDQMDM,Espring,UK,-1.0049168189536344,6,-1
Espring__DE__B0875PQLS9,B0875PQLS9,Espring,DE,-0.37909289352413317,2,-1
Espring__DE__B01J3WOZ4M,B01J3WOZ4M,Espring,DE,-0.018312152552506705,1,4
Espring__DE__B01J3WOZ4M,B01J3WOZ4M,Espring,DE,-0.018312152552506705,1,4
Espring__DE__B019XU7QLS,B019XU7QLS,Espring,DE,-0.08870967741935486,2,-1
Espring__ES__B01I9P24BK,B01I9P24BK,Espring,ES,-0.036411483253588534,4,0
Espring__IT__B01J7YPHCU,B01J7YPHCU,Espring,IT,-1.4142314540059344,2,9
H&S__IT__B07DZHXPL6,B07DZHXPL6,H&S,IT,0.0,1,-1
H&S__US__B017GLWKXK,B017GLWKXK,H&S,US,-0.0005435356800000475,7,8
H&S__IT__B01NATTRD3,B01NATTRD3,H&S,IT,-1.4999999999999996,7,-1
H&S__ES__B07KV8ZB91,B07KV8ZB91,H&S,ES,1.238748939680903e-31,0,5
H&S__DE__B01MRVUOAB,B01MRVUOAB,H&S,DE,-0.05764571962289484,3,-1
H&S__UK__B07TN75FC1,B07TN75FC1,H&S,UK,0.0008268249146641435,5,-1
Espring__DE__B0857K4H2V,B0857K4H2V,Espring,DE,-0.15552099533437017,0,5
H&S__US__B06WD53P6D,B06WD53P6D,H&S,US,-0.030360067217391293,3,-1
Espring__DE__B09LVD47W6,B09LVD47W6,Espring,DE,1.0777135545640947e-31,5,6
Espring__IT__B07TMN2NY5,B07TMN2NY5,Espring,IT,0.49799999999999955,1,1
H&S__ES__B07M6PRNHG,B07M6PRNHG,H&S,ES,-0.026936026936026942,7,8
H&S__DE__B00TY2O8QC,B00TY2O8QC,H&S,DE,-0.018370607028753996,7,-1
Espring__DE__B08LL4V6MD,B08LL4V6MD,Espring,DE,0.0,2,-1
H&S__DE__B07TDLK5W3,B07TDLK5W3,H&S,DE,-0.1188379646337063,0,5
H&S__DE__B07PPM6WDZ,B07PPM6WDZ,H&S,DE,0.2359374999999999,0,5
Espring__DE__B017DIQL0O,B017DIQL0O,Espring,DE,-0.0361459434959964,2,-1
H&S__ES__B00BVUIVYU,B00BVUIVYU,H&S,ES,-0.09348511383537657,3,-1
Espring__ES__B014TDD6OU,B014TDD6OU,Espring,ES,-1.6189833162966653e-31,2,9
H&S__IT__B07CKHXWR9,B07CKHXWR9,H&S,IT,0.0,3,-1
H&S__IT__B07CKHXWR9,B07CKHXWR9,H&S,IT,0.0,3,-1
Espring__DE__B0847TJHB1,B0847TJHB1,Espring,DE,-3.0620771668833027e-31,0,5
H&S__IT__B07GZ9GH8T,B07GZ9GH8T,H&S,IT,4.303589060674609e-32,3,3
Espring__ES__B09BHPLJ35,B09BHPLJ35,Espring,ES,-1.079676258992806,2,-1
H&S__UK__B07W51S61C,B07W51S61C,H&S,UK,0.0005665572065159657,0,5
H&S__IT__B078PY739S,B078PY739S,H&S,IT,-0.35761589403973465,0,5
H&S__IT__B07CHDHCMR,B07CHDHCMR,H&S,IT,0.0,3,-1
H&S__DE__B072JVLVPM,B072JVLVPM,H&S,DE,-0.12068965517241374,7,8
H&S__UK__B06Y4JMTWV,B06Y4JMTWV,H&S,UK,-0.04488636115123134,2,-1
Espring__DE__B09LVD7TV4,B09LVD7TV4,Espring,DE,0.0,5,6
H&S__UK__B01N6RJ6VB,B01N6RJ6VB,H&S,UK,0.005489301415197163,7,-1
Espring__DE__B08FDXN154,B08FDXN154,Espring,DE,0.042802886441321776,2,-1
H&S__UK__B07DZ9L7KS,B07DZ9L7KS,H&S,UK,-0.07535288782384049,3,3
Espring__ES__B08ZCH8XBV,B08ZCH8XBV,Espring,ES,0.0,5,7
H&S__IT__B01NBTJL36,B01NBTJL36,H&S,IT,0.032786885245901655,7,-1
Tritart__DE__B08299Z7PM,B08299Z7PM,Tritart,DE,0.1428571428571429,0,5
H&S__US__B01M2Y5TFQ,B01M2Y5TFQ,H&S,US,-0.014209081405934609,2,9
H&S__PL__B016LHY28G,B016LHY28G,H&S,PL,0.08935479160000027,2,9
H&S__US__B06W2GK4N9,B06W2GK4N9,H&S,US,0.0024649612213487907,2,9
Espring__ES__B019DWX2Y6,B019DWX2Y6,Espring,ES,0.018941176470588194,3,3
H&S__DE__B01N3UZDFH,B01N3UZDFH,H&S,DE,-0.016494845360824746,5,7
H&S__DE__B01N3UZDFH,B01N3UZDFH,H&S,DE,-0.016494845360824746,5,7
H&S__UK__B07MVH416B,B07MVH416B,H&S,UK,0.004565172684115987,6,-1
Espring__DE__B07T7N8DP7,B07T7N8DP7,Espring,DE,-0.09239532896610649,7,8
H&S__UK__B01MSWD3MC,B01MSWD3MC,H&S,UK,0.00806011438812184,1,-1
H&S__UK__B0791GDKBP,B0791GDKBP,H&S,UK,-0.01223890765065858,2,-1
Espring__DE__B014TDD94W,B014TDD94W,Espring,DE,1.300299512810638e-31,4,0
H&S__IT__B01MY6R11P,B01MY6R11P,H&S,IT,0.022608695652174004,6,2
Espring__IT__B01HOA4J5K,B01HOA4J5K,Espring,IT,-0.08902922032959422,7,8
Espring__IT__B07V2B47V3,B07V2B47V3,Espring,IT,-1.8571428571428579,5,6
Espring__DE__B019XSNG96,B019XSNG96,Espring,DE,-0.016628500968821566,2,-1
Espring__DE__B019XSNG96,B019XSNG96,Espring,DE,-0.016628500968821566,2,-1
H&S__DE__B01K0YPWEY,B01K0YPWEY,H&S,DE,0.0,7,8
Espring__IT__B018ASUHVU,B018ASUHVU,Espring,IT,-0.03396278187986426,1,-1
Espring__ES__B07LB1FXB4,B07LB1FXB4,Espring,ES,-1.069672131147541,3,3
Espring__IT__B01FWEBV6K,B01FWEBV6K,Espring,IT,-1.1102230246251565e-16,6,2
H&S__DE__B07QV6S7N3,B07QV6S7N3,H&S,DE,0.05455868089233753,1,-1
H&S__IT__B072LXQPCH,B072LXQPCH,H&S,IT,-0.666666666666667,6,2
H&S__US__B07KV8ZB91,B07KV8ZB91,H&S,US,0.05474863188027491,0,5
H&S__US__B07TN75FC1,B07TN75FC1,H&S,US,-0.15685401677782673,5,-1
Espring__ES__B01K1ZD6HC,B01K1ZD6HC,Espring,ES,0.017339449541284416,2,-1
H&S__DE__B07DPRTTQ9,B07DPRTTQ9,H&S,DE,0.741931216931217,3,3
Espring__US__B07T83NWZ5,B07T83NWZ5,Espring,US,-0.09519952545164709,7,8
Espring__US__B0872XDGWW,B0872XDGWW,Espring,US,1.3298746588888886,1,1
H&S__DE__B01N8XWTUI,B01N8XWTUI,H&S,DE,-0.2191041554236372,5,-1
Espring__IT__B01ICXZED4,B01ICXZED4,Espring,IT,1.7927159075028393e-31,4,0
Espring__DE__B09LVCLKB2,B09LVCLKB2,Espring,DE,3.354979840905409e-32,5,6
H&S__DE__B01NBTJL36,B01NBTJL36,H&S,DE,0.018413395029337393,7,-1
Espring__DE__B07V3FZDD1,B07V3FZDD1,Espring,DE,0.13197969543147214,5,6
H&S__US__B0788Z6RBV,B0788Z6RBV,H&S,US,-0.10292671736067324,0,5
Espring__DE__B09WNXM8T7,B09WNXM8T7,Espring,DE,-0.19435530085959865,7,8
Espring__DE__B085F3767Z,B085F3767Z,Espring,DE,0.7064364207221351,0,5
H&S__UK__B00TY0BZ56,B00TY0BZ56,H&S,UK,-0.017653336191049293,4,-1
H&S__IT__B07QV6S7N3,B07QV6S7N3,H&S,IT,0.0,1,4
Espring__ES__B08CGYF2L5,B08CGYF2L5,Espring,ES,0.0,1,1
H&S__US__B072LXQPCH,B072LXQPCH,H&S,US,-0.009738943500000092,6,2
Espring__ES__B08ZC7KBXJ,B08ZC7KBXJ,Espring,ES,-0.0,5,7
H&S__US__B01N6RJ6VB,B01N6RJ6VB,H&S,US,-0.0130792581344246,7,-1
H&S__US__B01NAHVSFS,B01NAHVSFS,H&S,US,-0.021827656916666584,6,-1
Espring__DE__B01I1HQNFE,B01I1HQNFE,Espring,DE,0.12903225806451615,5,6
Espring__ES__B01HXX8RVA,B01HXX8RVA,Espring,ES,1.8233636397183465e-32,1,4
Espring__US__B01HFIOUJG,B01HFIOUJG,Espring,US,0.1689039651334146,4,0
H&S__DE__B07JWL5DHB,B07JWL5DHB,H&S,DE,-0.026530069185737103,2,-1
