combined_key,ASIN,BRAND,MARKETPLACE,reg_slope,kmeans_label,hdbscan_label
H&S__DE__B072BBQ3M5,B072BBQ3M5,H&S,DE,0.004716383894656868,1,4
H&S__UK__B01M2Z0O2H,B01M2Z0O2H,H&S,UK,-0.0018333604533058235,5,-1
H&S__UK__B07S5JTFYG,B07S5JTFYG,H&S,UK,-0.03484927512652861,2,-1
H&S__IT__B07TN75FC1,B07TN75FC1,H&S,IT,-1.802291104200235e-32,5,-1
H&S__DE__B017GLNHEG,B017GLNHEG,H&S,DE,0.051032050617155905,7,8
Espring__DE__B01G488QPC,B01G488QPC,Espring,DE,-0.11829036522888792,1,4
H&S__US__B00C1S9C4Y,B00C1S9C4Y,H&S,US,-0.02819127712508503,4,0
H&S__US__B01NBTJL36,B01NBTJL36,H&S,US,0.0360262864285712,7,-1
Espring__US__B08DJ4WZWQ,B08DJ4WZWQ,Espring,US,0.06530378472760369,3,-1
Espring__IT__B08LL4V6MD,B08LL4V6MD,Espring,IT,-0.0,2,9
Espring__IT__B08D6GR44H,B08D6GR44H,Espring,IT,0.0,2,9
H&S__DE__B07S5KW5WQ,B07S5KW5WQ,H&S,DE,-2.511555389314236e-31,2,-1
H&S__ES__B07GTF236R,B07GTF236R,H&S,ES,0.0,4,0
Espring__ES__B07V4G6K18,B07V4G6K18,Espring,ES,0.3887700534759357,5,6
H&S__ES__B016LHY28G,B016LHY28G,H&S,ES,-1.41950074199923e-31,2,9
Tritart__ES__B083KBDRSW,B083KBDRSW,Tritart,ES,-0.05769230769230786,1,4
H&S__US__B07DPRTTQ9,B07DPRTTQ9,H&S,US,-0.05515635225064608,3,3
H&S__DE__B07DW4QJX7,B07DW4QJX7,H&S,DE,0.0039062499999999974,0,5
Espring__IT__B071W1B6L3,B071W1B6L3,Espring,IT,-0.025635451505016765,4,0
Espring__ES__B019XSNG96,B019XSNG96,Espring,ES,-0.22114285714285722,2,-1
H&S__US__B07TQS7PDP,B07TQS7PDP,H&S,US,0.015731159285714374,0,5
H&S__US__B07TQS7PDP,B07TQS7PDP,H&S,US,0.015731159285714374,0,5
Espring__US__B08N18NFPW,B08N18NFPW,Espring,US,-0.023854426268439283,1,4
Tritart__ES__B07YSCWK2F,B07YSCWK2F,Tritart,ES,0.19784172661870503,0,5
Espring__ES__B01HFIONTS,B01HFIONTS,Espring,ES,0.5,5,7
H&S__IT__B07TQS7PDP,B07TQS7PDP,H&S,IT,0.0,0,5
Tritart__DE__B07WFHLD7G,B07WFHLD7G,Tritart,DE,-0.18823529411764708,0,5
Tritart__US__B073ZN6SH9,B073ZN6SH9,Tritart,US,-0.0031526730211937962,0,5
Espring__US__B09FLKHDTW,B09FLKHDTW,Espring,US,0.06011293906976727,2,9
H&S__IT__B016JQDRNU,B016JQDRNU,H&S,IT,-0.07793330588719645,2,9
Tritart__US__B085TLR7QG,B085TLR7QG,Tritart,US,0.013847431662903236,1,4
H&S__US__B01K1135UO,B01K1135UO,H&S,US,0.009395694599999869,7,8
H&S__IT__B07DW4QJX7,B07DW4QJX7,H&S,IT,-0.1762917933130699,0,5
Espring__DE__B01F7TT4I2,B01F7TT4I2,Espring,DE,0.026988636363636347,1,4
Espring__DE__B017L0A6K0,B017L0A6K0,Espring,DE,-0.32356637863315,0,5
Espring__US__B07TC4YGQ8,B07TC4YGQ8,Espring,US,-0.4982966525519818,7,8
H&S__ES__B06Y6F2W4Z,B06Y6F2W4Z,H&S,ES,0.022776572668112862,1,1
H&S__PL__B01MCT751U,B01MCT751U,H&S,PL,-0.0650277558333334,1,4
Espring__US__B098XFGXM4,B098XFGXM4,Espring,US,-0.01736774942540337,2,9
H&S__IT__B00TY2O8QC,B00TY2O8QC,H&S,IT,-0.0,7,-1
Espring__UK__B01JA6LPJE,B01JA6LPJE,Espring,UK,0.0,4,0
H&S__IT__B01MCT751U,B01MCT751U,H&S,IT,-4.738270935240329e-32,1,4
H&S__ES__B07J5SM2HC,B07J5SM2HC,H&S,ES,1.0283333333333329,4,0
H&S__US__B00BVG3JMS,B00BVG3JMS,H&S,US,-0.18941608080559366,5,7
Espring__IT__B01MQIXA4C,B01MQIXA4C,Espring,IT,0.0,0,5
H&S__IT__B07VNGCG2J,B07VNGCG2J,H&S,IT,0.0,0,5
H&S__ES__B078PYYXBH,B078PYYXBH,H&S,ES,0.4500000000000002,0,5
H&S__IT__B0721JH8PH,B0721JH8PH,H&S,IT,0.12666666666666657,2,-1
Espring__US__B019XSNG96,B019XSNG96,Espring,US,0.1573083856272401,2,9
H&S__UK__B07M6PRNHG,B07M6PRNHG,H&S,UK,0.0026562283212919857,7,8
Tritart__DE__B07VYRT4T5,B07VYRT4T5,Tritart,DE,-0.05428571428571427,0,5
H&S__ES__B01NBTJL36,B01NBTJL36,H&S,ES,-0.028964518464880507,7,-1
Tritart__DE__B07DGKQ896,B07DGKQ896,Tritart,DE,-0.008774659281847029,0,5
H&S__US__B00K1Q9HIE,B00K1Q9HIE,H&S,US,-0.14539151097311814,6,2
Tritart__DE__B07QQVMXW5,B07QQVMXW5,Tritart,DE,-0.1076759061833688,0,5
Espring__DE__B084BZWGHC,B084BZWGHC,Espring,DE,-0.18739448508722573,0,5
Espring__DE__B08B3V248T,B08B3V248T,Espring,DE,-0.3381109886071295,4,0
H&S__US__B07GN1J9RV,B07GN1J9RV,H&S,US,0.0,2,9
Espring__DE__B01MFI35BI,B01MFI35BI,Espring,DE,0.007941376570532638,5,7
Espring__UK__B01HOA4J5K,B01HOA4J5K,Espring,UK,-0.057076227345481234,7,8
Espring__US__B092JHRZ4H,B092JHRZ4H,Espring,US,0.027252560173210177,2,9
H&S__IT__B07GKV4789,B07GKV4789,H&S,IT,-1.454545454545454,4,-1
H&S__ES__B073TRQQQT,B073TRQQQT,H&S,ES,-0.0,7,8
H&S__DE__B01NATTRD3,B01NATTRD3,H&S,DE,-0.05913539967373574,7,-1
Espring__ES__B09HQWG145,B09HQWG145,Espring,ES,-0.12667903525046417,7,8
H&S__ES__B07TDLK5W3,B07TDLK5W3,H&S,ES,-0.08416030534351146,0,5
H&S__ES__B00BBL0OPS,B00BBL0OPS,H&S,ES,-0.7189655172413787,0,5
H&S__ES__B00BBL0OPS,B00BBL0OPS,H&S,ES,-0.7189655172413787,0,5
Espring__DE__B01H723G6S,B01H723G6S,Espring,DE,-0.14550264550264524,2,-1
H&S__IT__B017GLWKXK,B017GLWKXK,H&S,IT,-0.23777173913043453,7,8
Espring__ES__B01MA1M403,B01MA1M403,Espring,ES,0.0,3,3
Espring__ES__B01JA9T2N2,B01JA9T2N2,Espring,ES,-0.38207547169811307,7,8
Espring__DE__B07RLYF81N,B07RLYF81N,Espring,DE,-0.0023558758314855903,7,8
H&S__ES__B07CPD18VZ,B07CPD18VZ,H&S,ES,0.0,3,3
Espring__DE__B092D4P7SL,B092D4P7SL,Espring,DE,0.0,3,3
H&S__ES__B06WD53P6D,B06WD53P6D,H&S,ES,-0.0,1,-1
Tritart__PL__B08FQWZDQP,B08FQWZDQP,Tritart,PL,-0.16071218250000105,0,5
H&S__US__B07DW2WX4N,B07DW2WX4N,H&S,US,-0.3784644506904762,0,5
Espring__ES__B01LPSMHS8,B01LPSMHS8,Espring,ES,0.0,1,-1
H&S__UK__B07KV8ZB91,B07KV8ZB91,H&S,UK,-0.0016031860417450752,0,5
Espring__ES__B08NC1SV16,B08NC1SV16,Espring,ES,-8.520671623081129e-31,0,5
H&S__DE__B00FHGCK32,B00FHGCK32,H&S,DE,-0.010687022900763354,7,8
Espring__IT__B06X6G3FP1,B06X6G3FP1,Espring,IT,-1.089743589743589,0,5
H&S__PL__B074VWN2SN,B074VWN2SN,H&S,PL,-0.04615005978571418,1,4
H&S__IT__B07KV8NYBN,B07KV8NYBN,H&S,IT,-1.0847214092706236e-31,0,5
H&S__IT__B01648O8CM,B01648O8CM,H&S,IT,6.373781041455554e-18,4,0
Espring__US__B07Q4C2Y7K,B07Q4C2Y7K,Espring,US,4.5701491249999995,4,0
H&S__US__B01MSWBUX5,B01MSWBUX5,H&S,US,-0.10712729402261954,4,0
Espring__DE__B088RD39YR,B088RD39YR,Espring,DE,-0.32471264367816105,4,0
Espring__IT__B07QVZWD4W,B07QVZWD4W,Espring,IT,-1.4532319198423919e-31,2,9
Espring__DE__B08LDJBF86,B08LDJBF86,Espring,DE,-0.19528822920262337,2,9
Espring__DE__B01G6UPTUI,B01G6UPTUI,Espring,DE,0.0043947957141174995,2,9
H&S__ES__B01MSWBUX5,B01MSWBUX5,H&S,ES,0.009494929409425331,4,0
H&S__ES__B01MSWBUX5,B01MSWBUX5,H&S,ES,0.009494929409425331,4,0
H&S__US__B07G57DPXZ,B07G57DPXZ,H&S,US,0.028399036286462672,7,8
H&S__UK__B06XY55WTJ,B06XY55WTJ,H&S,UK,-0.010651949553826373,5,7
Espring__ES__B01MUSUMUS,B01MUSUMUS,Espring,ES,-1.2465007776049766,7,8
H&S__ES__B06XS97SKH,B06XS97SKH,H&S,ES,0.37058823529411766,6,2
Espring__US__B098XFYB62,B098XFYB62,Espring,US,-0.2785240720956791,2,9
H&S__US__B00FAZ6L4Y,B00FAZ6L4Y,H&S,US,0.3397710271828357,0,5
Espring__DE__B0857JRBR2,B0857JRBR2,Espring,DE,0.34782608695652173,0,5
H&S__UK__B07D72GCWP,B07D72GCWP,H&S,UK,-0.01054252337000003,0,5
Espring__US__B01JAAUA0U,B01JAAUA0U,Espring,US,0.035242671558145804,4,0
H&S__US__B00BVUIVYU,B00BVUIVYU,H&S,US,-0.1330955022416452,3,3
H&S__UK__B01M7RJXEE,B01M7RJXEE,H&S,UK,-0.031984864237824755,5,7
Tritart__ES__B0829BCTTX,B0829BCTTX,Tritart,ES,0.20034898477157342,0,5
Espring__ES__B0872W1YTK,B0872W1YTK,Espring,ES,-0.5000000000000001,1,1
Espring__IT__B01MQWUQZH,B01MQWUQZH,Espring,IT,0.0,1,-1
Tritart__DE__B07WHKPSYX,B07WHKPSYX,Tritart,DE,0.0388305847076461,0,5
H&S__US__B016KSQ5F4,B016KSQ5F4,H&S,US,0.12535257451283902,5,7
H&S__US__B00C13AZEA,B00C13AZEA,H&S,US,-0.11466067955395673,4,0
H&S__IT__B07DK6L9N7,B07DK6L9N7,H&S,IT,0.0,7,-1
Espring__DE__B08JCVX1WY,B08JCVX1WY,Espring,DE,6.380133503310055e-32,2,9
H&S__IT__B01LMKPSGM,B01LMKPSGM,H&S,IT,0.0,0,5
H&S__UK__B07RD69YX8,B07RD69YX8,H&S,UK,-0.0003086947378696873,2,3
H&S__IT__B07N8BLMZ7,B07N8BLMZ7,H&S,IT,-6.446361387314317e-32,2,-1
H&S__US__B071XNQZJ7,B071XNQZJ7,H&S,US,-0.11150894880136494,5,7
Espring__ES__B09LVD7TV4,B09LVD7TV4,Espring,ES,0.030000000000000145,5,6
Espring__IT__B0711HDC9L,B0711HDC9L,Espring,IT,0.10388665020148198,2,9
H&S__ES__B00C13AZEA,B00C13AZEA,H&S,ES,0.0413223140495868,4,0
H&S__UK__B07JHGCQPR,B07JHGCQPR,H&S,UK,-0.04727633302140528,0,5
H&S__UK__B06XVJL3NP,B06XVJL3NP,H&S,UK,-0.0028790623457719063,6,2
Espring__DE__B084BWY8FP,B084BWY8FP,Espring,DE,-0.4322876817138486,1,4
H&S__IT__B071LJBPNT,B071LJBPNT,H&S,IT,0.0,1,-1
H&S__IT__B00FAZ6L4Y,B00FAZ6L4Y,H&S,IT,0.052500000000000095,0,5
Tritart__DE__B083KBDRSW,B083KBDRSW,Tritart,DE,-0.03876024394892321,1,4
Espring__ES__B07QC7DM54,B07QC7DM54,Espring,ES,-0.4451937470393179,0,5
H&S__UK__B07CG63DK7,B07CG63DK7,H&S,UK,-0.001387086942201474,1,4
H&S__UK__B071XNQZJ7,B071XNQZJ7,H&S,UK,-0.06507005063936128,5,7
Espring__US__B08FDXN154,B08FDXN154,Espring,US,-0.0497565072731958,2,9
Espring__DE__B019XTF03U,B019XTF03U,Espring,DE,0.04621048072758771,1,-1
H&S__UK__B07S5KW5WQ,B07S5KW5WQ,H&S,UK,-0.015156733492939205,2,-1
Tritart__DE__B08Q42K5PK,B08Q42K5PK,Tritart,DE,-0.2454112848402448,0,5
Tritart__PL__B074SXX9J9,B074SXX9J9,Tritart,PL,-0.024917119333333446,0,5
H&S__DE__B07M6PRNHG,B07M6PRNHG,H&S,DE,-0.07227414330218068,7,-1
H&S__UK__B073ZQFKV4,B073ZQFKV4,H&S,UK,-0.0010440424376175613,2,-1
Espring__ES__B092R75512,B092R75512,Espring,ES,-2.676799999999997,3,3
Espring__UK__B01JA9T2N2,B01JA9T2N2,Espring,UK,-0.08060455075978655,7,8
Tritart__DE__B073WNN94R,B073WNN94R,Tritart,DE,-0.01961891296485057,3,-1
H&S__DE__B07CNDR86T,B07CNDR86T,H&S,DE,-0.0,6,2
Tritart__DE__B08Q47DRVR,B08Q47DRVR,Tritart,DE,6.236493043901527e-32,1,-1
Espring__DE__B07SNF9BKP,B07SNF9BKP,Espring,DE,-0.06498469075321493,1,1
Espring__ES__B01HFIOUJG,B01HFIOUJG,Espring,ES,0.14166666666666647,4,0
H&S__UK__B00BVUIVYU,B00BVUIVYU,H&S,UK,-0.02798359405072209,3,-1
Tritart__DE__B08Q46G2CG,B08Q46G2CG,Tritart,DE,0.0,0,5
H&S__UK__B06Y4ND43F,B06Y4ND43F,H&S,UK,-0.023778134876618163,1,1
Tritart__DE__B01LIQ82OA,B01LIQ82OA,Tritart,DE,-0.07068159156735197,0,5
H&S__ES__B07GTRCT4Z,B07GTRCT4Z,H&S,ES,0.0,5,7
Tritart__DE__B07PNX2XJF,B07PNX2XJF,Tritart,DE,0.2296,1,4
Espring__DE__B09LVD6J4C,B09LVD6J4C,Espring,DE,-0.0,5,6
Espring__IT__B01KKAWI72,B01KKAWI72,Espring,IT,-0.0314039408866996,6,2
Espring__IT__B01JA6LPJE,B01JA6LPJE,Espring,IT,-0.015586319218241027,4,0
Espring__DE__B07V3FWL34,B07V3FWL34,Espring,DE,-0.010960906101571005,5,6
H&S__US__B01MSWD3MC,B01MSWD3MC,H&S,US,-0.20522113154483806,1,-1
Tritart__ES__B07XMCL1C2,B07XMCL1C2,Tritart,ES,1.0610723229888884e-30,0,5
H&S__US__B07D72GCWP,B07D72GCWP,H&S,US,0.0826596883223845,0,5
Espring__US__B01JP1QDKU,B01JP1QDKU,Espring,US,-0.261062777165611,1,-1
H&S__ES__B0791GDKBP,B0791GDKBP,H&S,ES,-0.02346010748243078,2,-1
Espring__DE__B09BHRB99F,B09BHRB99F,Espring,DE,-0.19999999999999962,2,9
H&S__DE__B00C13AZEK,B00C13AZEK,H&S,DE,-0.0,4,0
H&S__DE__B07FMDHYCK,B07FMDHYCK,H&S,DE,2.1107139100993656e-31,4,-1
Espring__ES__B08ZC7T9FZ,B08ZC7T9FZ,Espring,ES,0.0,5,7
H&S__DE__B071LJBPNT,B071LJBPNT,H&S,DE,4.625360618015408e-32,1,4
Tritart__DE__B073ZN6SH9,B073ZN6SH9,Tritart,DE,-0.07910834656461793,0,5
Espring__DE__B01CGDQMDM,B01CGDQMDM,Espring,DE,0.04186483915600138,6,-1
Espring__ES__B01GK3YTG6,B01GK3YTG6,Espring,ES,-0.8376068376068377,5,-1
H&S__ES__B06Y4ND4LX,B06Y4ND4LX,H&S,ES,-1.0104273571237535e-31,1,1
H&S__US__B07GZ9GH8T,B07GZ9GH8T,H&S,US,-0.026234147725591603,3,3
H&S__DE__B016AHAPJC,B016AHAPJC,H&S,DE,-0.4872415425895722,5,7
H&S__IT__B00TY0BZ56,B00TY0BZ56,H&S,IT,-0.003906250000000002,4,0
Espring__DE__B08PFTKQRB,B08PFTKQRB,Espring,DE,-0.019999999999999987,0,5
H&S__DE__B07W51S61C,B07W51S61C,H&S,DE,-0.0897335627509255,0,5
Espring__DE__B0144EOR7E,B0144EOR7E,Espring,DE,-0.2802197802197803,2,9
Espring__DE__B07TC51TS9,B07TC51TS9,Espring,DE,-0.09886248222628473,7,8
Espring__ES__B09FLHCNMQ,B09FLHCNMQ,Espring,ES,9.619870786175867e-31,2,9
H&S__ES__B07CKHXWR9,B07CKHXWR9,H&S,ES,0.06265822784810135,3,-1
Espring__IT__B01IF16N8I,B01IF16N8I,Espring,IT,-0.024090909090909125,3,3
H&S__ES__B07DW2WX4N,B07DW2WX4N,H&S,ES,1.733263568993024e-31,0,5
Espring__ES__B071YVMZV4,B071YVMZV4,Espring,ES,-0.5488440860215057,2,9
Tritart__ES__B073D5CMT8,B073D5CMT8,Tritart,ES,0.0,0,5
Espring__IT__B01LAUQ91M,B01LAUQ91M,Espring,IT,-0.4138695652173906,1,-1
H&S__IT__B07JHNHW2K,B07JHNHW2K,H&S,IT,-0.01527224435590973,1,4
Espring__US__B088RHVC9K,B088RHVC9K,Espring,US,-0.007306569880952344,7,8
Espring__US__B071LHTNJP,B071LHTNJP,Espring,US,0.1990437558187498,2,9
Espring__DE__B09M76QR53,B09M76QR53,Espring,DE,-0.05550259965337941,6,2
H&S__IT__B016LHY28G,B016LHY28G,H&S,IT,0.0,2,9
H&S__DE__B07RLJBB1N,B07RLJBB1N,H&S,DE,-0.18326488706365507,6,2
H&S__US__B00NBCCR0A,B00NBCCR0A,H&S,US,-0.018696480331903683,1,-1
Espring__ES__B07TMN2NY5,B07TMN2NY5,Espring,ES,0.7631372549019604,1,1
H&S__ES__B07TN75FC1,B07TN75FC1,H&S,ES,-0.03502357579036861,5,-1
Espring__DE__B07SYKTLG9,B07SYKTLG9,Espring,DE,-0.01818181818181824,4,0
H&S__US__B07DW4QJX7,B07DW4QJX7,H&S,US,-0.40824626404772757,0,5
Tritart__DE__B08Q44G5ZH,B08Q44G5ZH,Tritart,DE,-0.003300330033003315,0,5
Espring__ES__B018I2NCBA,B018I2NCBA,Espring,ES,-0.11396702230843844,1,1
Espring__ES__B01IRAN2R2,B01IRAN2R2,Espring,ES,0.04324999999999997,4,0
H&S__DE__B016LHY28G,B016LHY28G,H&S,DE,-0.01895300500246599,2,-1
Espring__IT__B01HXVPJ68,B01HXVPJ68,Espring,IT,-0.0,6,2
Espring__DE__B08Z9ZD2ZY,B08Z9ZD2ZY,Espring,DE,-0.8750000000000012,2,-1
Tritart__DE__B07SWX3J6S,B07SWX3J6S,Tritart,DE,0.18415300546448082,0,5
H&S__DE__B01MCT751U,B01MCT751U,H&S,DE,0.010568466938692745,1,-1
Espring__ES__B01M8GI87J,B01M8GI87J,Espring,ES,-0.11002227171492178,1,-1
H&S__UK__B00TY1HA18,B00TY1HA18,H&S,UK,0.0025967226996304136,7,8
H&S__UK__B00TY1HA18,B00TY1HA18,H&S,UK,0.0025967226996304136,7,8
Espring__IT__B084BZWGHC,B084BZWGHC,Espring,IT,-0.03037844331931686,0,5
Espring__DE__B07TC4YGQ8,B07TC4YGQ8,Espring,DE,-0.058480057491915205,7,8
Espring__ES__B01ICXZED4,B01ICXZED4,Espring,ES,-0.010590692124105003,4,0
Espring__DE__B07TXKGRX7,B07TXKGRX7,Espring,DE,0.0,1,-1
H&S__IT__B07M6PRNHG,B07M6PRNHG,H&S,IT,-0.06278947368421055,7,8
H&S__ES__B00C1S9C4Y,B00C1S9C4Y,H&S,ES,-0.06795051161769954,4,0
H&S__US__B016CQV2E8,B016CQV2E8,H&S,US,-0.1092153540000002,5,7
H&S__US__B016CQV2E8,B016CQV2E8,H&S,US,-0.1092153540000002,5,7
Espring__ES__B09FLKHDTW,B09FLKHDTW,Espring,ES,-1.7456000000000025,2,9
Espring__IT__B08PFTKQRB,B08PFTKQRB,Espring,IT,0.9250000000000007,0,5
Espring__DE__B07PRRK9B1,B07PRRK9B1,Espring,DE,-2.0150596752568054e-31,2,9
Espring__ES__B098XFYB62,B098XFYB62,Espring,ES,0.006666666666667711,2,9
Tritart__DE__B074SXX9J9,B074SXX9J9,Tritart,DE,-0.017993464506709345,0,5
Tritart__DE__B07WFHKFCN,B07WFHKFCN,Tritart,DE,-0.4656832616267156,0,5
H&S__DE__B00C1S9C4Y,B00C1S9C4Y,H&S,DE,-0.04356141096472587,4,0
H&S__DE__B07CKHXWR9,B07CKHXWR9,H&S,DE,-0.733458646616542,3,-1
Espring__DE__B01HFIOUJG,B01HFIOUJG,Espring,DE,0.15698841698841692,4,0
H&S__IT__B00BVG3JMS,B00BVG3JMS,H&S,IT,-8.301229359992801e-31,5,7
Espring__ES__B09C8HV2R9,B09C8HV2R9,Espring,ES,-0.0038566552901024126,7,-1
Espring__ES__B08FDXN154,B08FDXN154,Espring,ES,-6.2232097635510495e-31,2,-1
Espring__DE__B07V6LNFZQ,B07V6LNFZQ,Espring,DE,-0.16197183098591553,5,6
Espring__DE__B08LL98VSZ,B08LL98VSZ,Espring,DE,-3.5790152709884697e-32,2,-1
Espring__DE__B07WPW5TGJ,B07WPW5TGJ,Espring,DE,0.012291876187283472,4,0
Espring__IT__B01HMJ2LQW,B01HMJ2LQW,Espring,IT,-0.13159408244680842,0,5
Tritart__DE__B08Q46SPCB,B08Q46SPCB,Tritart,DE,-0.14845605700712597,0,5
Espring__IT__B01GK3YTG6,B01GK3YTG6,Espring,IT,-0.0,5,6
H&S__US__B00MVG3X6Y,B00MVG3X6Y,H&S,US,-0.007010908518841197,0,5
Tritart__DE__B082KJ7M34,B082KJ7M34,Tritart,DE,-0.011578094245687214,0,5
Espring__DE__B07TP1ZMVN,B07TP1ZMVN,Espring,DE,0.11739130434782609,7,8
H&S__UK__B07J5SM2HC,B07J5SM2HC,H&S,UK,-0.011174627375018164,4,0
H&S__UK__B01N8XWTUI,B01N8XWTUI,H&S,UK,-0.012841276781410733,5,-1
H&S__UK__B01N8XWTUI,B01N8XWTUI,H&S,UK,-0.012841276781410733,5,-1
H&S__ES__B00FHGCK32,B00FHGCK32,H&S,ES,-0.03765201122544432,7,8
Tritart__UK__B073ZMSSND,B073ZMSSND,Tritart,UK,0.029564481149948873,0,5
Espring__ES__B0711HDC9L,B0711HDC9L,Espring,ES,0.07055961070559615,2,9
H&S__IT__B06XRQ33CC,B06XRQ33CC,H&S,IT,2.4722236964001037e-31,3,-1
Espring__US__B08B3V248T,B08B3V248T,Espring,US,-0.4958982716022099,4,0
Espring__ES__B084BWY8FP,B084BWY8FP,Espring,ES,0.0,1,4
H&S__UK__B01MXVFWJM,B01MXVFWJM,H&S,UK,-0.0006850295283390332,7,-1
H&S__US__B06Y4ND43F,B06Y4ND43F,H&S,US,-0.017988118105011924,1,1
Espring__IT__B07TQSP4Y5,B07TQSP4Y5,Espring,IT,0.7378947368421047,1,1
H&S__US__B00BVTF9GE,B00BVTF9GE,H&S,US,-0.5738167319047618,7,8
Espring__IT__B07RLYF81N,B07RLYF81N,Espring,IT,0.00545895494965826,7,8
Espring__IT__B07Q4C2Y7K,B07Q4C2Y7K,Espring,IT,-0.9999999999999997,4,0
H&S__DE__B01648O8CM,B01648O8CM,H&S,DE,0.06335335882031676,4,-1
Espring__IT__B01M8GI87J,B01M8GI87J,Espring,IT,1.2857142857142858,1,-1
Espring__ES__B01LAUQ91M,B01LAUQ91M,Espring,ES,2.599999999999999,1,1
H&S__US__B07RLJBB1N,B07RLJBB1N,H&S,US,-0.030630986956059862,6,2
H&S__US__B06XRQ33CC,B06XRQ33CC,H&S,US,-0.18585497415149818,3,-1
H&S__ES__B017GLNHEG,B017GLNHEG,H&S,ES,0.27715355805243436,7,8
Tritart__DE__B01DSCC1Y4,B01DSCC1Y4,Tritart,DE,0.014342235410484664,0,5
Espring__US__B01G6UPTUI,B01G6UPTUI,Espring,US,-0.048796864055352496,2,9
H&S__US__B00TY2O8QC,B00TY2O8QC,H&S,US,0.33267047876267786,7,-1
H&S__US__B00TY2O8QC,B00TY2O8QC,H&S,US,0.33267047876267786,7,-1
H&S__ES__B016AHAPJC,B016AHAPJC,H&S,ES,-0.18701953371140526,5,7
H&S__ES__B00C13AZFE,B00C13AZFE,H&S,ES,-0.1128611460044448,4,0
H&S__US__B07PPM6WDZ,B07PPM6WDZ,H&S,US,-0.058731282150406565,0,5
H&S__US__B01LMKPSGM,B01LMKPSGM,H&S,US,-0.17450108694140373,0,5
Espring__ES__B07Q4C2Y7K,B07Q4C2Y7K,Espring,ES,0.15458579881656803,4,0
H&S__IT__B01K0YPWEY,B01K0YPWEY,H&S,IT,-1.5279113224421024e-31,7,-1
Tritart__DE__B08Q43R7MK,B08Q43R7MK,Tritart,DE,-0.1968693434260326,0,5
Espring__DE__B01I9P24BK,B01I9P24BK,Espring,DE,-5.584297180524847e-32,4,0
Espring__ES__B07RLYF81N,B07RLYF81N,Espring,ES,0.04986033519553079,7,8
Tritart__DE__B01N5EAVIA,B01N5EAVIA,Tritart,DE,-0.009766267968835736,0,5
H&S__US__B07GTRCT4Z,B07GTRCT4Z,H&S,US,-0.08393306142922921,5,-1
Espring__ES__B015FX4ZZ2,B015FX4ZZ2,Espring,ES,0.10326086956521756,2,-1
H&S__UK__B078X5N2K1,B078X5N2K1,H&S,UK,-0.01529042776357394,6,-1
H&S__UK__B07RSR4B12,B07RSR4B12,H&S,UK,-0.009865391249558859,7,8
H&S__UK__B07RLJBB1N,B07RLJBB1N,H&S,UK,0.005885426023297168,6,-1
Tritart__DE__B07P4362J2,B07P4362J2,Tritart,DE,-0.19248395967002752,0,5
H&S__UK__B0721JH8PH,B0721JH8PH,H&S,UK,-0.024611742376566572,2,-1
H&S__UK__B0721JH8PH,B0721JH8PH,H&S,UK,-0.024611742376566572,2,-1
Espring__UK__B0857JRBR2,B0857JRBR2,Espring,UK,-0.0870641165858308,0,5
H&S__UK__B07FW3X7CQ,B07FW3X7CQ,H&S,UK,-0.02225915994170969,5,6
H&S__PL__B00C13AZEK,B00C13AZEK,H&S,PL,1.3990622750000001,4,0
Espring__IT__B08CGYF2L5,B08CGYF2L5,Espring,IT,-0.027368421052631386,1,-1
Tritart__ES__B073ZMSSND,B073ZMSSND,Tritart,ES,0.03779036827195468,0,5
H&S__UK__B07N8BLMZ7,B07N8BLMZ7,H&S,UK,0.0017613696672723483,2,-1
H&S__UK__B07JZD2S4S,B07JZD2S4S,H&S,UK,-0.0128633571077363,0,5
Espring__US__B08LDJBF86,B08LDJBF86,Espring,US,-0.11691229306483276,2,9
H&S__DE__B0788Z6RBV,B0788Z6RBV,H&S,DE,-0.034948750066157386,0,5
Espring__ES__B017L0A6K0,B017L0A6K0,Espring,ES,-0.8174129353233831,0,5
Espring__UK__B071LHTNJP,B071LHTNJP,Espring,UK,-0.2919063857549961,2,9
H&S__UK__B071KX221S,B071KX221S,H&S,UK,-0.052501875243869144,2,-1
H&S__US__B07CG63DK7,B07CG63DK7,H&S,US,0.029657663666666785,1,4
Espring__DE__B09BHPLJ35,B09BHPLJ35,Espring,DE,4.299875284949258e-17,2,9
H&S__ES__B00FHGGUT2,B00FHGGUT2,H&S,ES,-0.0,7,8
H&S__ES__B00FHGGUT2,B00FHGGUT2,H&S,ES,-0.0,7,8
H&S__UK__B01K0YPWEY,B01K0YPWEY,H&S,UK,-0.003990610503722682,7,8
H&S__ES__B078X5N2K1,B078X5N2K1,H&S,ES,-0.10880686289941763,6,-1
H&S__IT__B00TY1HA18,B00TY1HA18,H&S,IT,0.0,7,8
Espring__US__B0875PQLS9,B0875PQLS9,Espring,US,-0.16155529761718715,2,9
Espring__US__B07TC51TS9,B07TC51TS9,Espring,US,-0.01211221026587459,7,8
H&S__UK__B07RQJJ9VX,B07RQJJ9VX,H&S,UK,-0.033401058295105895,0,5
Espring__ES__B092D4P7SL,B092D4P7SL,Espring,ES,2.081857142857143,3,3
H&S__IT__B01M8K6DZ2,B01M8K6DZ2,H&S,IT,2.7757989800492307e-31,5,6
