ASIN,MARKETPLACE,BRAND_NAME,regression_vals
B01K1135UO,IT,H&S,"[-0.004142606075822265, 13.215458197338688]"
B01K1135UO,UK,H&S,"[3.9017880349393674e-05, 11.678109509796728]"
B01K1135UO,US,H&S,"[0.009395694599999869, 9.629683080400001]"
B01K1ZD6HC,ES,Espring,"[0.017339449541284416, 13.311651376146791]"
B01K1ZD6HC,FR,Espring,"[-0.06439393939393936, 14.183181818181817]"
B01K1ZD6HC,IT,Espring,"[-0.4442307692307692, 14.416923076923073]"
B01K4R2FWY,DE,Espring,"[0.025887573964496993, 10.013668639053256]"
B01K4R2FWY,IT,Espring,"[0.0016666666666663367, 10.996666666666668]"
B01KHR1P68,ES,Espring,"[0.0, 16.25375]"
B01KHR1P68,FR,Espring,"[-0.1779844031193763, 17.867024595080988]"
B01KHR1P68,IT,Espring,"[0.0768019480519481, 17.200194805194805]"
B01KKAWI72,IT,Espring,"[-0.0314039408866996, 8.09098522167488]"
B01LAUQ91M,DE,Espring,"[-0.11658058395699376, 21.89866448824708]"
B01LAUQ91M,ES,Espring,"[2.599999999999999, 21.61]"
B01LAUQ91M,FR,Espring,"[-0.4628047182175623, 24.67592398427261]"
B01LAUQ91M,IT,Espring,"[-0.4138695652173906, 24.817521739130427]"
B01LAUQ91M,US,Espring,"[0.3210421496259349, 15.400657635211974]"
B01LIQ82OA,DE,Tritart,"[-0.07068159156735197, 7.646426570438252]"
B01LIQ82OA,ES,Tritart,"[-0.04553495612793661, 8.483348429097084]"
B01LIQ82OA,FR,Tritart,"[-0.08127435771311817, 9.445219645086837]"
B01LIQ82OA,IT,Tritart,"[-0.20277563608326915, 8.663091750192754]"
B01LIQ82OA,PL,Tritart,"[0.0, 9.733482643]"
B01LMKPSGM,DE,H&S,"[-3.7153855903581645e-32, 11.989999999999998]"
B01LMKPSGM,ES,H&S,"[2.2939286185526642e-31, 13.989999999999998]"
B01LMKPSGM,FR,H&S,"[-0.0, 15.99]"
B01LMKPSGM,IT,H&S,"[0.0, 15.99]"
B01LMKPSGM,UK,H&S,"[0.016877753041957082, 12.68219557845788]"
B01LMKPSGM,US,H&S,"[-0.17450108694140373, 11.62362979598036]"
B01LNDMWQC,ES,Espring,"[-0.04167938931297708, 12.619847328244274]"
B01LNDMWQC,FR,Espring,"[-0.44791237113402005, 14.405924153166412]"
B01LNDMWQC,IT,Espring,"[0.3186153846153842, 12.651384615384616]"
B01LPSMHS8,DE,Espring,"[0.07746478873239437, 27.151971830985914]"
B01LPSMHS8,ES,Espring,"[0.0, 29.99]"
B01LPSMHS8,FR,Espring,"[0.27272727272727304, 36.89909090909091]"
B01LPSMHS8,IT,Espring,"[-0.0, 34.99]"
B01LQ4CZ3S,DE,Espring,"[-0.17211024769305489, 11.890012141816415]"
B01LQ4CZ3S,ES,Espring,"[-0.18512110726643619, 14.751245674740481]"
B01LQ4CZ3S,FR,Espring,"[-0.4516129032258062, 14.808548387096774]"
B01LQ4CZ3S,IT,Espring,"[-1.0501792114695343, 14.151290322580644]"
B01LW0UMHZ,UK,H&S,"[-0.006373352867617126, 10.800345494973525]"
B01LW463CQ,ES,Espring,"[-0.02893368010403122, 13.565097529258777]"
B01LW463CQ,FR,Espring,"[0.018551236749116587, 15.135759717314487]"
B01LW463CQ,IT,Espring,"[-0.018318523581681463, 14.376056049213947]"
B01LWJRCVJ,DE,Espring,"[-0.1813854310742276, 17.93882664822499]"
B01LWJRCVJ,ES,Espring,"[-0.04702894088669945, 18.391169950738917]"
B01LWJRCVJ,FR,Espring,"[0.1605961308210977, 19.857698027600982]"
B01LWJRCVJ,IT,Espring,"[0.05991551800800353, 18.252472209871055]"
B01LWJRCVJ,PL,Espring,"[0.04997955327272713, 13.617217245090908]"
B01LWJRCVJ,UK,Espring,"[0.0035447642888220923, 16.645042441779758]"
B01LWJRCVJ,US,Espring,"[-0.38103524047545995, 9.19542547074233]"
B01LXCW0VK,DE,Espring,"[5.244999999999997, 20.535]"
B01LXCW0VK,ES,Espring,"[-0.0, 32.82]"
B01LXDUAVI,ES,Espring,"[0.0, 19.990000000000002]"
B01LXDUAVI,FR,Espring,"[-0.807692307692308, 20.79769230769231]"
B01LXDUAVI,IT,Espring,"[0.0, 19.990000000000002]"
B01M15S063,DE,Espring,"[-6.447057478676526e-32, 10.989999999999998]"
B01M15S063,ES,Espring,"[0.0, 10.871176470588235]"
B01M15S063,FR,Espring,"[-1.163, 14.877]"
B01M15S063,IT,Espring,"[0.3704773413897281, 11.193957703927492]"
B01M2Y5TFQ,DE,H&S,"[-0.012496945716515209, 22.770056119995903]"
B01M2Y5TFQ,ES,H&S,"[0.36006018916595, 25.815021496130697]"
B01M2Y5TFQ,FR,H&S,"[-1.1250000000000004, 30.24]"
B01M2Y5TFQ,IT,H&S,"[-0.10052834499500213, 26.145147793802657]"
B01M2Y5TFQ,UK,H&S,"[0.04531546536649025, 20.5036207873122]"
B01M2Y5TFQ,US,H&S,"[-0.014209081405934609, 20.56898341200712]"
B01M2Z0O2H,UK,H&S,"[-0.0018333604533058235, 9.77889218300646]"
B01M717W8W,ES,Espring,"[0.0, 8.59]"
B01M717W8W,FR,Espring,"[-0.48484848484848464, 7.596060606060604]"
B01M7RJXEE,DE,H&S,"[-0.3444272445820434, 23.816625386996908]"
B01M7RJXEE,ES,H&S,"[4.822943630388827e-31, 21.990000000000002]"
B01M7RJXEE,FR,H&S,"[-1.8315551242651752e-30, 25.390000000000008]"
B01M7RJXEE,IT,H&S,"[-1.506256171236113e-30, 29.990000000000002]"
B01M7RJXEE,UK,H&S,"[-0.031984864237824755, 16.58426857574262]"
B01M7RJXEE,US,H&S,"[-0.006026661585366097, 27.147503483902447]"
B01M8GI87J,ES,Espring,"[-0.11002227171492178, 9.943674832962136]"
B01M8GI87J,FR,Espring,"[-0.08604631927212571, 10.668249241797625]"
B01M8GI87J,IT,Espring,"[1.2857142857142858, 9.489999999999998]"
B01M8K6DZ2,DE,H&S,"[-0.0, 10.99]"
B01M8K6DZ2,ES,H&S,"[-1.927844901300758e-31, 11.489999999999998]"
B01M8K6DZ2,FR,H&S,"[0.0, 12.99]"
B01M8K6DZ2,IT,H&S,"[2.7757989800492307e-31, 12.489999999999998]"
B01M8K6DZ2,UK,H&S,"[-0.04345267860756679, 9.662276057459696]"
B01M8K6DZ2,US,H&S,"[-0.7039774367500005, 15.304571328749999]"
B01MA1M403,ES,Espring,"[0.0, 15.589999999999998]"
B01MA1M403,FR,Espring,"[1.2996842105263153, 23.17410526315789]"
B01MCT751U,DE,H&S,"[0.010568466938692745, 22.23269457890869]"
B01MCT751U,ES,H&S,"[0.01235849056603772, 23.969644839067705]"
B01MCT751U,FR,H&S,"[-1.7243942668841737e-31, 24.990000000000002]"
B01MCT751U,IT,H&S,"[-4.738270935240329e-32, 22.990000000000002]"
B01MCT751U,PL,H&S,"[-0.0650277558333334, 13.740641550833336]"
B01MCT751U,UK,H&S,"[0.002170024078804163, 17.19321722081289]"
B01MCT751U,US,H&S,"[0.006073383878368141, 20.113170825533565]"
B01MCWLB30,ES,Espring,"[0.0, 12.99]"
B01MFI35BI,DE,Espring,"[0.007941376570532638, 10.073847395049018]"
B01MQIXA4C,IT,Espring,"[0.0, 20.990000000000002]"
B01MQWUQZH,DE,Espring,"[0.19100152516522623, 15.822791052364002]"
B01MQWUQZH,FR,Espring,"[2.687777777777777, 16.30222222222222]"
B01MQWUQZH,IT,Espring,"[0.0, 17.78142857142857]"
B01MRE01HV,DE,Espring,"[-0.40508628519527706, 20.430508628519526]"
B01MRITT0F,US,H&S,"[-0.1046435098112588, 19.02877145386181]"
B01MRVUOAB,DE,H&S,"[-0.05764571962289484, 13.455208254283296]"
B01MRVUOAB,ES,H&S,"[-0.07326203208556131, 16.143475935828878]"
B01MRVUOAB,FR,H&S,"[0.41412151067323455, 20.59065681444992]"
B01MRVUOAB,IT,H&S,"[1.5799999999999992, 18.25]"
B01MRVUOAB,UK,H&S,"[0.0021129416815281418, 13.570078589447817]"
B01MRVUOAB,US,H&S,"[-0.167755652476755, 12.231744155884783]"
B01MSMAO37,DE,Espring,"[-0.13695575636662366, 26.972044360990484]"
B01MSMAO37,ES,Espring,"[-0.2835897435897433, 30.709487179487176]"
B01MSMAO37,FR,Espring,"[-0.02665148904750176, 34.50155919271475]"
B01MSMAO37,IT,Espring,"[-0.028121029224904524, 32.256148348157566]"
B01MSQQLCE,ES,Espring,"[0.0, 6.253333333333332]"
B01MSQQLCE,FR,Espring,"[-1.4925714285714289, 8.834]"
B01MSWBUX5,DE,H&S,"[0.014705882352941154, 5.619411764705885]"
B01MSWBUX5,ES,H&S,"[0.009494929409425331, 6.0651739908530535]"
B01MSWBUX5,FR,H&S,"[0.0, 6.990000000000001]"
B01MSWBUX5,IT,H&S,"[-0.050632911392405, 7.065949367088609]"
B01MSWBUX5,UK,H&S,"[-0.0017909108829849587, 4.6356581678146105]"
B01MSWBUX5,US,H&S,"[-0.10712729402261954, 4.949922635322707]"
B01MSWD3MC,DE,H&S,"[-0.0, 11.99]"
B01MSWD3MC,FR,H&S,"[0.0, 13.49]"
B01MSWD3MC,IT,H&S,"[0.0, 12.99]"
B01MSWD3MC,UK,H&S,"[0.00806011438812184, 10.35619642885022]"
B01MSWD3MC,US,H&S,"[-0.20522113154483806, 8.894965792106367]"
B01MUSUMUS,DE,Espring,"[-0.10995344712923966, 10.988448237641322]"
B01MUSUMUS,ES,Espring,"[-1.2465007776049766, 13.171959564541213]"
B01MUSUMUS,FR,Espring,"[-0.0666350967392775, 13.572668109863349]"
B01MUSUMUS,IT,Espring,"[0.06444275966641468, 13.096899166034873]"
B01MXVFWJM,DE,H&S,"[-0.011303418186020969, 9.714207576064029]"
B01MXVFWJM,ES,H&S,"[0.0, 20.09]"
B01MXVFWJM,FR,H&S,"[4.434773534170633e-31, 19.990000000000002]"
B01MXVFWJM,IT,H&S,"[0.0, 21.19000000000001]"
B01MXVFWJM,UK,H&S,"[-0.0006850295283390332, 10.429951030823057]"
B01MXVFWJM,US,H&S,"[0.05068041392146596, 7.614769989539921]"
B01MY6R11P,DE,H&S,"[-0.20000000000000007, 6.39]"
B01MY6R11P,ES,H&S,"[-0.615, 7.945]"
B01MY6R11P,FR,H&S,"[-0.6018102029621504, 7.173324190894132]"
B01MY6R11P,IT,H&S,"[0.022608695652174004, 6.975217391304345]"
B01MY6R11P,UK,H&S,"[-0.035413017764304555, 5.222605212980889]"
B01MY6R11P,US,H&S,"[-0.00914829744503582, 5.410431160499783]"
B01N0M6HK5,IT,Espring,"[0.0, 6.695]"
B01N1F59Q4,DE,Espring,"[-0.32905138339920964, 21.283478260869565]"
B01N1F59Q4,IT,Espring,"[0.08909710391822839, 22.004991482112437]"
B01N3SL15M,DE,Espring,"[0.375, 15.615]"
B01N3SL15M,IT,Espring,"[0.042382928275044446, 19.86551867219917]"
B01N3UZDFH,DE,H&S,"[-0.016494845360824746, 20.124020618556703]"
B01N3UZDFH,US,H&S,"[-0.0501552066891647, 18.167220798038635]"
B01N5EAVIA,DE,Tritart,"[-0.009766267968835736, 7.833059365741249]"
B01N5EAVIA,ES,Tritart,"[8.104775350898647e-31, 8.490000000000002]"
B01N5EAVIA,FR,Tritart,"[-0.09090314136125655, 9.269188481675394]"
B01N5EAVIA,IT,Tritart,"[0.0, 8.670000000000002]"
B01N6RJ6VB,UK,H&S,"[0.005489301415197163, 11.431994498369285]"
B01N6RJ6VB,US,H&S,"[-0.0130792581344246, 7.604381924658623]"
B01N7RK458,IT,Espring,"[-1.0711528564381686e-31, 9.490000000000002]"
B01N8XWTUI,DE,H&S,"[-0.2191041554236372, 6.897447382622775]"
B01N8XWTUI,ES,H&S,"[0.0, 8.09]"
B01N8XWTUI,FR,H&S,"[0.5042016806722686, 11.342941176470589]"
B01N8XWTUI,IT,H&S,"[0.0, 15.19]"
B01N8XWTUI,UK,H&S,"[-0.012841276781410733, 6.721806555477861]"
B01N8XWTUI,US,H&S,"[-0.01465205142443107, 6.406121436834472]"
B01N9806LZ,DE,Espring,"[-0.24760340848570922, 13.278043671223147]"
B01NAHVSFS,DE,H&S,"[0.0, 7.4899999999999975]"
B01NAHVSFS,IT,H&S,"[2.059845858839455e-31, 9.489999999999998]"
B01NAHVSFS,UK,H&S,"[-0.0002067289660075126, 4.0531709932863205]"
B01NAHVSFS,US,H&S,"[-0.021827656916666584, 6.4135131772500005]"
B01NATTRD3,DE,H&S,"[-0.05913539967373574, 11.479529193064986]"
B01NATTRD3,ES,H&S,"[1.2857142857142847, 15.370952380952382]"
B01NATTRD3,FR,H&S,"[1.0681227149885647e-30, 17.990000000000002]"
B01NATTRD3,IT,H&S,"[-1.4999999999999996, 17.49]"
B01NATTRD3,PL,H&S,"[0.00860722388888913, 7.755563955222223]"
B01NATTRD3,UK,H&S,"[-0.006886219178625398, 11.083435167137571]"
B01NATTRD3,US,H&S,"[-0.0012629171058171967, 9.125763886408034]"
B01NBTJL36,DE,H&S,"[0.018413395029337393, 8.553373562944234]"
B01NBTJL36,ES,H&S,"[-0.028964518464880507, 11.233301955104997]"
B01NBTJL36,FR,H&S,"[-0.5416666666666662, 16.656666666666666]"
B01NBTJL36,IT,H&S,"[0.032786885245901655, 11.793278688524591]"
B01NBTJL36,UK,H&S,"[-0.011886544438287855, 11.192787327662995]"
B01NBTJL36,US,H&S,"[0.0360262864285712, 9.566110503314286]"
B01NCB0U5K,DE,Espring,"[-0.06796996374935266, 9.662837907819783]"
B06W2GK4N9,UK,H&S,"[-0.024062942953473287, 5.588895699157862]"
B06W2GK4N9,US,H&S,"[0.0024649612213487907, 6.1807646747741]"
B06WD53P6D,DE,H&S,"[0.0, 9.99]"
B06WD53P6D,ES,H&S,"[-0.0, 8.99]"
B06WD53P6D,FR,H&S,"[-0.0, 9.489999999999998]"
B06WD53P6D,IT,H&S,"[-0.0, 10.489999999999998]"
B06WD53P6D,UK,H&S,"[0.013957279396854835, 7.26053589602117]"
B06WD53P6D,US,H&S,"[-0.030360067217391293, 6.498549197626088]"
B06X6G3FP1,DE,Espring,"[-0.24578904333605867, 16.800793131643502]"
B06X6G3FP1,FR,Espring,"[-0.5085043988269796, 23.679149560117303]"
B06X6G3FP1,IT,Espring,"[-1.089743589743589, 22.802179487179483]"
B06XRLHD1L,DE,Espring,"[0.0, 7.723333333333331]"
B06XRQ33CC,DE,H&S,"[-0.03403511691769991, 5.346162103686446]"
B06XRQ33CC,FR,H&S,"[-0.357142857142857, 10.847142857142856]"
B06XRQ33CC,IT,H&S,"[2.4722236964001037e-31, 12.990000000000002]"
B06XRQ33CC,UK,H&S,"[-0.0019554119138281835, 5.8012810778000485]"
B06XRQ33CC,US,H&S,"[-0.18585497415149818, 6.533139501892343]"
B06XS97SKH,DE,H&S,"[0.2887745839636916, 11.161376701966715]"
B06XS97SKH,ES,H&S,"[0.37058823529411766, 12.542941176470586]"
B06XS97SKH,FR,H&S,"[0.07296416938110749, 15.588697068403906]"
B06XS97SKH,IT,H&S,"[-0.32142857142857145, 14.41857142857143]"
B06XS97SKH,UK,H&S,"[-0.010903506141218147, 10.573975526947137]"
B06XS97SKH,US,H&S,"[0.0547400876083543, 6.79756542436652]"
B06XVJL3NP,DE,H&S,"[-0.09615384615384612, 17.778461538461535]"
B06XVJL3NP,FR,H&S,"[-0.9999999999999997, 23.49]"
B06XVJL3NP,IT,H&S,"[-1.0, 20.990000000000002]"
B06XVJL3NP,UK,H&S,"[-0.0028790623457719063, 10.574582686661426]"
B06XVJL3NP,US,H&S,"[-0.37527588042999654, 10.226235854161065]"
B06XXCX7TD,DE,Espring,"[0.026621884391019986, 11.490601025278414]"
B06XXCX7TD,ES,Espring,"[-0.2336554860716317, 14.999778283115406]"
B06XXCX7TD,FR,Espring,"[-0.4270920502092047, 16.37849372384937]"
B06XXCX7TD,IT,Espring,"[0.10948275862068957, 15.17448275862069]"
B06XY55WTJ,UK,H&S,"[-0.010651949553826373, 16.25356949557241]"
B06XY55WTJ,US,H&S,"[-0.2274971522286848, 14.83977151600396]"
B06Y2MZH39,DE,H&S,"[-0.217602265868041, 19.122608998467754]"
B06Y2MZH39,ES,H&S,"[0.08404669260700412, 17.321517509727627]"
B06Y2MZH39,FR,H&S,"[-1.7000000000000002, 22.09]"
B06Y2MZH39,IT,H&S,"[0.0, 20.99]"
B06Y2MZH39,UK,H&S,"[-0.09741024826983899, 17.82745324466366]"
B06Y2MZH39,US,H&S,"[-0.01036116074074038, 16.49348182703704]"
B06Y4JMTWV,DE,H&S,"[0.029042224510813595, 7.518321318228631]"
B06Y4JMTWV,FR,H&S,"[-0.1490545050055617, 8.638498331479422]"
B06Y4JMTWV,IT,H&S,"[-2.9251745259144916e-31, 9.490000000000002]"
B06Y4JMTWV,UK,H&S,"[-0.04488636115123134, 8.097753665093817]"
B06Y4ND43F,DE,H&S,"[-0.0, 7.19]"
B06Y4ND43F,FR,H&S,"[1.039415507316921e-30, 15.490000000000004]"
B06Y4ND43F,UK,H&S,"[-0.023778134876618163, 5.156543890526146]"
B06Y4ND43F,US,H&S,"[-0.017988118105011924, 6.39711853820525]"
B06Y4ND4LX,DE,H&S,"[-0.054753136149154114, 8.927679825066175]"
B06Y4ND4LX,ES,H&S,"[-1.0104273571237535e-31, 10.490000000000002]"
B06Y4ND4LX,FR,H&S,"[-3.039290756586992e-31, 12.490000000000002]"
B06Y4ND4LX,IT,H&S,"[-1.670089840319544e-31, 10.990000000000002]"
B06Y4ND4LX,UK,H&S,"[0.004435517899729481, 9.200333158368304]"
B06Y4ND4LX,US,H&S,"[0.36067904851851906, 12.095461301481485]"
B06Y4S6ZCP,DE,H&S,"[0.05882352941176469, 15.328823529411762]"
B06Y4S6ZCP,ES,H&S,"[-0.051058014824630384, 17.01571949149033]"
B06Y4S6ZCP,FR,H&S,"[0.0191191927685516, 19.527334454488127]"
B06Y4S6ZCP,IT,H&S,"[-1.4371794871794863, 18.84384615384615]"
B06Y4S6ZCP,UK,H&S,"[0.0026978888155922034, 12.563374459845715]"
B06Y4S6ZCP,US,H&S,"[0.1741816130778817, 7.91682729476363]"
B06Y4XSC22,UK,H&S,"[-0.004601830265850795, 6.178235487937867]"
B06Y51KHKW,DE,H&S,"[-0.024160732451678556, 9.235676500508648]"
B06Y51KHKW,FR,H&S,"[0.0, 13.99]"
B06Y51KHKW,IT,H&S,"[-1.0, 12.49]"
B06Y51KHKW,UK,H&S,"[-0.000346725950075191, 6.942828371710078]"
B06Y51KHKW,US,H&S,"[0.0570556326226416, 7.255859085339623]"
B06Y6F2W4Z,DE,H&S,"[0.03846153846153844, 7.383406593406592]"
B06Y6F2W4Z,ES,H&S,"[0.022776572668112862, 8.73295010845987]"
B06Y6F2W4Z,FR,H&S,"[0.0, 10.49]"
B06Y6F2W4Z,UK,H&S,"[0.0074425960214619296, 5.381171848981812]"
B0711HDC9L,DE,Espring,"[0.0855496453900709, 15.617216312056739]"
B0711HDC9L,ES,Espring,"[0.07055961070559615, 17.756423357664232]"
B0711HDC9L,FR,Espring,"[0.030719719133996487, 19.186021064950268]"
B0711HDC9L,IT,Espring,"[0.10388665020148198, 19.386984271415578]"
B071KX221S,DE,H&S,"[0.0051154495963957125, 9.346485826919467]"
B071KX221S,ES,H&S,"[-5.182895148964013e-32, 12.989999999999998]"
B071KX221S,FR,H&S,"[-0.0, 12.99]"
B071KX221S,IT,H&S,"[-4.17478692328827e-31, 12.990000000000002]"
B071KX221S,UK,H&S,"[-0.052501875243869144, 11.503886927777595]"
B071KX221S,US,H&S,"[-0.011852418889310592, 9.799706623661608]"
B071LHTNJP,DE,Espring,"[-0.022139924321713255, 21.21852427340794]"
B071LHTNJP,ES,Espring,"[0.47753320683111933, 20.947457305502848]"
B071LHTNJP,FR,Espring,"[0.0026877682403433014, 22.734763948497857]"
B071LHTNJP,IT,Espring,"[0.01868175765645811, 22.68805592543276]"
B071LHTNJP,UK,Espring,"[-0.2919063857549961, 22.221904857335307]"
B071LHTNJP,US,Espring,"[0.1990437558187498, 15.0880603118]"
B071LJBPNT,DE,H&S,"[4.625360618015408e-32, 14.989999999999998]"
B071LJBPNT,ES,H&S,"[0.0, 24.21538461538461]"
B071LJBPNT,FR,H&S,"[0.034103696814694245, 27.12511276447338]"
B071LJBPNT,IT,H&S,"[0.0, 29.29]"
B071LJBPNT,UK,H&S,"[-0.004852942223712832, 14.381923866325339]"
B071LJBPNT,US,H&S,"[-1.1144314836923075, 12.293428206000002]"
B071W1B6L3,DE,Espring,"[-0.2030640668523677, 10.0858217270195]"
B071W1B6L3,ES,Espring,"[0.14675438596491264, 10.89982456140351]"
B071W1B6L3,FR,Espring,"[0.3245149253731346, 9.82858208955224]"
B071W1B6L3,IT,Espring,"[-0.025635451505016765, 10.839933110367891]"
B071W1B6L3,US,Espring,"[0.118179416076923, 9.905222732423077]"
B071WJFD25,DE,H&S,"[0.4163461538461537, 11.315000000000005]"
B071WJFD25,ES,H&S,"[-0.7555555555555556, 16.50111111111111]"
B071WJFD25,IT,H&S,"[0.0, 16.563684210526322]"
B071WJFD25,UK,H&S,"[-0.032052183772927595, 11.840992720027241]"
B071WJFD25,US,H&S,"[-1.0213169259444441, 10.967018282944442]"
B071XNQZJ7,DE,H&S,"[-0.10385908909536562, 17.54144502080602]"
B071XNQZJ7,ES,H&S,"[-0.06768231768231771, 18.895344655344655]"
B071XNQZJ7,FR,H&S,"[-0.33179949089485034, 22.523777168592133]"
B071XNQZJ7,IT,H&S,"[-0.2691466083150985, 21.277746170678334]"
B071XNQZJ7,UK,H&S,"[-0.06507005063936128, 18.841577086502117]"
B071XNQZJ7,US,H&S,"[-0.11150894880136494, 16.827202222373383]"
B071YVMZV4,DE,Espring,"[-0.06985865462887589, 10.768065566491526]"
B071YVMZV4,ES,Espring,"[-0.5488440860215057, 12.580940860215055]"
B071YVMZV4,FR,Espring,"[0.0, 14.273333333333333]"
B0721JH8PH,DE,H&S,"[-0.04335699797160249, 4.354350912778907]"
B0721JH8PH,ES,H&S,"[-0.8999999999999994, 6.89]"
B0721JH8PH,FR,H&S,"[-0.024137931034482744, 7.108965517241379]"
B0721JH8PH,IT,H&S,"[0.12666666666666657, 7.984814814814814]"
B0721JH8PH,UK,H&S,"[-0.024611742376566572, 6.090975866390995]"
B0721JH8PH,US,H&S,"[0.027114743333333188, 6.584736349333334]"
B0727Q3H5D,DE,Espring,"[-0.1907090464547676, 29.79317848410758]"
B0727Q3H5D,ES,Espring,"[0.021527498996387, 30.56441790445603]"
B0727Q3H5D,FR,Espring,"[-0.42374999999999996, 37.2475]"
B0727Q3H5D,IT,Espring,"[-0.20120872641509444, 35.37679245283017]"
B072BBQ3M5,DE,H&S,"[0.004716383894656868, 20.61095467206888]"
B072BBQ3M5,ES,H&S,"[-9.84179464774121e-32, 19.490000000000002]"
B072BBQ3M5,FR,H&S,"[0.03316779533483819, 23.41908954100828]"
B072BBQ3M5,IT,H&S,"[4.442016642993685e-31, 21.990000000000002]"
B072BBQ3M5,PL,H&S,"[-0.059201099619047175, 11.515258736285714]"
B072BBQ3M5,UK,H&S,"[-0.0012978530700972907, 15.087799608885176]"
B072BBQ3M5,US,H&S,"[-0.019627388934398547, 19.082747177597884]"
B072HKHJJS,DE,Tritart,"[-0.002804717331801448, 10.592169431960258]"
B072HKHJJS,ES,Tritart,"[0.027982899339292662, 11.609510299261563]"
B072HKHJJS,FR,Tritart,"[-0.25964912280701724, 13.039122807017543]"
B072HKHJJS,IT,Tritart,"[-1.2456520092389565e-31, 11.989999999999998]"
B072HKHJJS,US,Tritart,"[-0.18235462930630625, 8.706944865166665]"
B072JVLVPM,DE,H&S,"[-0.12068965517241374, 4.390862068965517]"
B072JVLVPM,ES,H&S,"[2.0833333333333326, 11.406666666666668]"
B072JVLVPM,IT,H&S,"[0.0, 11.99]"
B072JVLVPM,UK,H&S,"[-0.00045010872869931785, 4.976846189268236]"
B072JVLVPM,US,H&S,"[-0.009324415781738647, 5.867982496393615]"
B072LXQPCH,DE,H&S,"[0.046406052963430075, 6.494665825977304]"
B072LXQPCH,ES,H&S,"[-0.34972677595628415, 7.806393442622951]"
B072LXQPCH,FR,H&S,"[0.060412573673870346, 9.427131630648333]"
B072LXQPCH,IT,H&S,"[-0.666666666666667, 11.456666666666669]"
B072LXQPCH,UK,H&S,"[-0.00764438020579002, 5.623257793262903]"
B072LXQPCH,US,H&S,"[-0.009738943500000092, 5.5317805325]"
B072P2MH3T,DE,Tritart,"[-0.17531150391190956, 19.54056505360765]"
B072P2MH3T,ES,Tritart,"[-0.0, 19.8025]"
B072P2MH3T,FR,Tritart,"[0.20501138952164014, 21.183621867881552]"
B072P2MH3T,IT,Tritart,"[-0.008295313148071274, 20.611318954790544]"
B072Q35687,DE,H&S,"[0.05166666666666657, 8.17]"
B072Q35687,UK,H&S,"[-0.04772704339528414, 6.891112717307042]"
B072Q35687,US,H&S,"[-0.4997468760445735, 6.732260864612403]"
B0739F745J,UK,H&S,"[-0.024866908839816442, 4.748413792412704]"
B0739F745J,US,H&S,"[0.0, 6.218408875333334]"
B073D5CMT8,DE,Tritart,"[-0.05537346221441126, 5.300782073813709]"
B073D5CMT8,ES,Tritart,"[0.0, 7.515000000000001]"
B073D5CMT8,FR,Tritart,"[0.0, 9.24]"
B073TRQQQT,DE,H&S,"[0.0, 7.389999999999999]"
B073TRQQQT,ES,H&S,"[-0.0, 9.99]"
B073TRQQQT,FR,H&S,"[-0.0, 9.99]"
B073TRQQQT,UK,H&S,"[-0.0020079096527314028, 6.956257623268891]"
B073TRQQQT,US,H&S,"[-0.023126775339487805, 7.098409666875516]"
B073WBT4V7,DE,Tritart,"[-0.008048289738430582, 9.994024144869215]"
B073WBT4V7,ES,Tritart,"[-4.219354936292654e-31, 10.989999999999998]"
B073WBT4V7,FR,Tritart,"[1.2644392639391384e-31, 11.989999999999998]"
B073WBT4V7,IT,Tritart,"[1.9231598945306895e-31, 11.989999999999998]"
B073WNN94R,DE,Tritart,"[-0.01961891296485057, 39.93686745799493]"
B073WNN94R,ES,Tritart,"[1.0499999999999998, 40.77241379310345]"
B073WNN94R,FR,Tritart,"[-0.36621304551853573, 44.40820741435946]"
B073WNN94R,IT,Tritart,"[1.5195281306715063, 42.3905444646098]"
B073WNN94R,UK,Tritart,"[-1.3092216218918191, 48.1133731459015]"
B073WNN94R,US,Tritart,"[0.0, 36.19004525]"
B073XSJMK5,DE,Tritart,"[-0.5157331655129012, 19.883958464443047]"
B073XSJMK5,ES,Tritart,"[-0.0847389380530973, 21.669342182890848]"
B073XSJMK5,FR,Tritart,"[-0.5672596153846163, 21.996105769230773]"
B073XSJMK5,IT,Tritart,"[-0.024115226337448403, 21.033950617283956]"
B073ZMSSND,DE,Tritart,"[0.018074591328357884, 14.23226995338042]"
B073ZMSSND,ES,Tritart,"[0.03779036827195468, 15.356090651558072]"
B073ZMSSND,FR,Tritart,"[-0.1368519637462235, 16.35653776435045]"
B073ZMSSND,IT,Tritart,"[0.0, 15.99]"
B073ZMSSND,PL,Tritart,"[-0.07703735449999982, 9.6318092305]"
B073ZMSSND,UK,Tritart,"[0.029564481149948873, 14.440890992910658]"
B073ZN6SH9,DE,Tritart,"[-0.07910834656461793, 21.12225390464582]"
B073ZN6SH9,ES,Tritart,"[6.842953319612726e-31, 21.990000000000006]"
B073ZN6SH9,FR,Tritart,"[-7.791266590617577e-31, 21.990000000000006]"
B073ZN6SH9,IT,Tritart,"[-0.038461538461538464, 21.465524475524475]"
B073ZN6SH9,UK,Tritart,"[-0.04188131941391628, 24.1047778833329]"
B073ZN6SH9,US,Tritart,"[-0.0031526730211937962, 20.15726935143166]"
B073ZQFKV4,DE,H&S,"[0.07686335403726707, 11.242329192546583]"
